Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-01 00:00:00-05:00,23.098378362017325,23.566078215714633,20.865484142973717,21.257749557495117,1359650900,0.0,0.0
2010-02-01 00:00:00-05:00,21.416167788616264,21.89895663877802,20.79759605812962,21.62738800048828,1074643300,0.13,0.0
2010-03-01 00:00:00-05:00,21.804315858852544,23.168506032161027,21.40263695050519,22.198415756225586,1110237200,0.0,0.0
2010-04-01 00:00:00-04:00,22.243887102648443,23.933967423321292,21.690632343144525,23.145769119262695,1319029500,0.0,0.0
2010-05-01 00:00:00-04:00,23.244287711139858,23.539861822571442,18.613618922455156,19.553394317626953,1720130200,0.13,0.0
2010-06-01 00:00:00-04:00,19.436072167931854,20.501896409568676,17.4719098740922,17.517587661743164,1671811600,0.0,0.0
2010-07-01 00:00:00-04:00,17.57849063407104,20.106016972525623,17.30442102317866,19.649234771728516,1408590600,0.0,0.0
2010-08-01 00:00:00-04:00,19.786277245107872,20.083185137257303,17.753596898079984,17.8677921295166,1279372100,0.13,0.0
2010-09-01 00:00:00-04:00,18.11618319906616,19.539762062559753,18.016686426587004,18.74378204345703,1273139500,0.0,0.0
2010-10-01 00:00:00-04:00,18.958075682545402,20.817911324158874,18.200365135928187,20.412267684936523,1281432800,0.0,0.0
2010-11-01 00:00:00-04:00,20.573000697581513,22.096077602250517,19.08054053876918,19.333110809326172,1361176300,0.16,0.0
2010-12-01 00:00:00-05:00,19.690615641105484,21.869905489643624,19.68291479380062,21.492572784423828,1033710000,0.0,0.0
2011-01-01 00:00:00-05:00,21.600385129559697,22.686179802112907,21.115243422822026,21.35396385192871,1361258700,0.0,0.0
2011-02-01 00:00:00-05:00,21.4078751119091,21.82371225137617,20.352883498882747,20.468393325805664,1114368500,0.16,0.0
2011-03-01 00:00:00-05:00,20.604859594911446,20.744291210024198,19.117591496155494,19.667570114135742,1310885200,0.0,0.0
2011-04-01 00:00:00-04:00,19.776020298554783,20.81400970336927,19.14857794958377,20.078121185302734,1313844800,0.0,0.0
2011-05-01 00:00:00-04:00,20.09360642440917,20.33373777106219,18.614085051455014,19.373210906982422,1364062800,0.16,0.0
2011-06-01 00:00:00-04:00,19.484612637105155,20.272106170654297,18.43981935395305,20.272106170654297,1297757600,0.0,0.0
2011-07-01 00:00:00-04:00,20.217521361308698,21.94844627498393,20.14734858899664,21.36367416381836,1259328200,0.0,0.0
2011-08-01 00:00:00-04:00,21.44944112812859,21.58978667217768,18.548972004006043,20.739917755126953,1719339500,0.16,0.0
2011-09-01 00:00:00-04:00,20.760972176619784,21.57697485303683,19.30158507693341,19.529123306274414,1279920200,0.0,0.0
2011-10-01 00:00:00-04:00,19.395737013217428,21.5769734093532,19.034813812708578,20.89435577392578,1218142500,0.0,0.0
2011-11-01 00:00:00-04:00,20.54913376395156,21.341597657868824,19.066205597702393,20.07051658630371,1046207400,0.2,0.0
2011-12-01 00:00:00-05:00,20.205827665448503,20.703859483811673,19.889617824793493,20.522037506103516,1007166600,0.0,0.0
