Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-01 00:00:00-05:00,16.088343203084094,16.748959365901,14.91391404493632,14.993988037109375,930989500,0.0,0.0
2010-02-01 00:00:00-05:00,15.114097776113901,16.321890684003684,14.933929414658518,16.235143661499023,1037381000,0.0,0.0
2010-03-01 00:00:00-05:00,16.235145268461583,17.916714262981785,16.228472224107964,17.369537353515625,1169108100,0.0,0.0
2010-04-01 00:00:00-04:00,17.48297768126182,18.510602395198397,17.122640899616385,17.9700984954834,919580200,0.0,0.0
2010-05-01 00:00:00-04:00,18.036833580420545,18.47724449823294,15.05404904198239,15.454422950744629,1443471900,0.0,0.0
2010-06-01 00:00:00-04:00,15.307612616281864,15.97490172961713,14.173220614510718,14.219930648803711,1305853900,0.0,0.0
2010-07-01 00:00:00-04:00,14.14653755101949,17.34952656084285,13.966369085119085,15.394368171691895,1068619500,0.0,0.0
2010-08-01 00:00:00-04:00,15.634583243293948,16.595479868427073,13.225669273351938,13.33910846710205,1496467500,0.0,0.0
2010-09-01 00:00:00-04:00,13.57933540985192,14.88722162469899,13.512606235619222,14.613633155822754,1203729400,0.0,0.0
2010-10-01 00:00:00-04:00,14.760435754213772,15.948209561970147,14.346715943732049,15.254229545593262,874713700,0.0,0.0
2010-11-01 00:00:00-04:00,15.314285584854588,16.415312361894106,12.765240115333464,12.785259246826172,2260755000,0.0,0.0
2010-12-01 00:00:00-05:00,12.905370244374506,13.686098478675959,12.678491867038845,13.49925708770752,1404265100,0.0,0.0
2011-01-01 00:00:00-05:00,13.646068805169904,14.420124411097271,13.599357477830786,14.113170623779297,993180400,0.0,0.0
2011-02-01 00:00:00-05:00,14.193242162104399,14.907241431271066,12.164682301338171,12.3848876953125,2024071600,0.0,0.0
2011-03-01 00:00:00-05:00,12.458290731181885,12.538366003653564,11.323898462227227,11.444010734558105,1525529700,0.06,0.0
2011-04-01 00:00:00-04:00,11.577843501971635,12.24747004268362,11.062230759092703,11.731857299804688,1645635400,0.0,0.0
2011-05-01 00:00:00-04:00,11.725156872616418,12.046577195742504,10.787680291559923,11.24972152709961,1566704000,0.0,0.0
2011-06-01 00:00:00-04:00,11.222939248054265,11.229635665695959,9.897078569458975,10.452868461608887,1672104000,0.0,0.0
2011-07-01 00:00:00-04:00,10.466260415145829,11.048835290177053,10.225195147803577,10.693933486938477,1164931600,0.06,0.0
2011-08-01 00:00:00-04:00,10.80848445373136,10.922753308860358,8.939853605611853,10.5328950881958,2005545300,0.0,0.0
2011-09-01 00:00:00-04:00,10.54634063325718,11.31933604990932,10.055657138008927,10.418628692626953,1355061500,0.0,0.0
2011-10-01 00:00:00-04:00,10.284191106190097,12.502350072784925,10.035488525476254,12.45529842376709,1206907000,0.06,0.0
2011-11-01 00:00:00-04:00,12.180766802619724,12.950079297929651,11.62065400792788,12.578919410705566,1170264500,0.0,0.0
2011-12-01 00:00:00-05:00,12.605919643461148,12.869104915762502,11.89059481094072,12.201018333435059,884361600,0.0,0.0
2012-01-01 00:00:00-05:00,12.518189721380192,13.543939311108236,12.383223483034323,13.26050853729248,800778100,0.06,0.0
2012-02-01 00:00:00-05:00,13.433304626215874,13.87340759070614,13.33851357610661,13.460387229919434,1008546100,0.0,0.0
2012-03-01 00:00:00-05:00,13.48070237365053,14.381221372438453,13.081223894574622,14.320283889770508,825745700,0.0,0.0
2012-04-01 00:00:00-04:00,14.313508960660545,14.421841946268811,13.047366707077284,13.649969100952148,771917500,0.08,0.0
2012-05-01 00:00:00-04:00,13.66771476874966,13.701696632999177,11.051071035461096,11.09864616394043,1197232100,0.0,0.0
2012-06-01 00:00:00-04:00,10.92873748886699,11.982191148702247,10.819993935451429,11.669553756713867,825563500,0.0,0.0
2012-07-01 00:00:00-04:00,11.628772543880148,11.71032954181224,10.1675296022374,10.840380668640137,818395100,0.08,0.0
2012-08-01 00:00:00-04:00,10.932093468920906,13.240055131764391,10.686274589160233,13.0283784866333,1036944400,0.0,0.0
2012-09-01 00:00:00-04:00,12.966932972470433,13.48588358572748,12.52992247810408,13.042044639587402,712398800,0.0,0.0
2012-10-01 00:00:00-04:00,13.130806524831264,13.246887552608698,11.61492601714374,11.710521697998047,752917900,0.14,0.0
