Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-01 00:00:00-05:00,18.570061576343683,18.799044588107222,15.730168827125322,15.817281723022461,167783200,0.0,0.0
2010-02-01 00:00:00-05:00,15.934260715402116,17.427631057569528,15.008371748890639,16.912418365478516,153820800,0.0,0.0
2010-03-01 00:00:00-05:00,16.860151506411825,19.408838389875335,16.805394287196822,18.530237197875977,144646400,0.0,0.0
2010-04-01 00:00:00-04:00,18.69699702123385,22.27610719139076,18.587482590516096,21.305416107177734,135281600,0.0,0.0
2010-05-01 00:00:00-04:00,21.424888008356238,22.360732101146816,18.39583547251524,21.536890029907227,240633600,0.0,0.0
2010-06-01 00:00:00-04:00,20.98434210315829,24.376783018956914,20.98434210315829,21.36017417907715,282179200,0.0,0.0
2010-07-01 00:00:00-04:00,21.320352418785674,25.260359898799564,20.810116770238814,24.62816619873047,163086800,0.0,0.0
2010-08-01 00:00:00-04:00,25.163290585806163,28.41137192995273,23.669920202091628,27.348588943481445,268615200,0.0,0.0
2010-09-01 00:00:00-04:00,27.84886906607359,30.805741796616825,27.67215379528648,27.82646942138672,240966000,0.0,0.0
2010-10-01 00:00:00-04:00,28.147541680549164,29.120722285502893,24.37180404166503,28.889249801635742,319368800,0.0,0.0
2010-11-01 00:00:00-04:00,28.956452107845568,36.450682966411314,27.181830907084656,34.65117263793945,308407600,0.0,0.0
2010-12-01 00:00:00-05:00,35.36052401398069,37.6478664909717,32.27173531907928,32.854148864746094,234303600,0.0,0.0
2011-01-01 00:00:00-05:00,33.13539991911428,36.49299178365623,30.372663286839998,32.14230728149414,217006400,0.0,0.0
2011-02-01 00:00:00-05:00,32.36133847192913,36.836470823435846,31.85856936080938,32.92135238647461,216401600,0.0,0.0
2011-03-01 00:00:00-05:00,33.01841919431545,33.546075500186575,29.284993336916703,33.24740219116211,295130400,0.0,0.0
2011-04-01 00:00:00-04:00,33.590882541305916,35.45759568984571,31.90834932613931,34.49686050415039,184078000,0.0,0.0
2011-05-01 00:00:00-04:00,34.75072924387575,38.32735406317983,31.67189837366517,37.89676284790039,235984000,0.0,0.0
2011-06-01 00:00:00-04:00,37.53089045346791,37.84200932843074,33.52616920642739,37.08039093017578,185873600,0.0,0.0
