Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-01 00:00:00-05:00,13.461154436483534,13.953239781702829,12.496404950134005,12.561153411865234,1509082400,0.0,0.0
2010-02-01 00:00:00-05:00,12.606477492273156,13.577700753972993,12.269787700130967,13.29280948638916,1125494400,0.158,0.0
2010-03-01 00:00:00-05:00,13.497036833275276,14.84804562020061,13.222919018185156,14.547821998596191,1290896200,0.0,0.0
2010-04-01 00:00:00-04:00,14.619617416150753,15.90536137358388,14.462978804835387,14.90678882598877,1550379100,0.0,0.0
2010-05-01 00:00:00-04:00,14.998153486605633,15.298378274106003,12.987957119561598,13.980002403259277,1830571300,0.158,0.0
2010-06-01 00:00:00-04:00,13.999737887795375,14.459823688425738,12.75093518361247,12.783799171447754,1364086200,0.0,0.0
2010-07-01 00:00:00-04:00,12.770651290228194,14.643855637995081,12.461736128040455,13.539650917053223,1607900800,0.0,0.0
2010-08-01 00:00:00-04:00,13.73683252402093,13.986593821959897,11.567859429461352,11.61386775970459,1741791400,0.158,0.0
2010-09-01 00:00:00-04:00,11.881277654359598,12.993905831115159,11.755444374960884,12.71574878692627,1347521700,0.0,0.0
2010-10-01 00:00:00-04:00,12.894562175921847,13.616445855171309,12.430967975366384,13.27868366241455,1399157800,0.0,0.0
2010-11-01 00:00:00-04:00,13.477366868034588,14.444292810028672,13.391269961136208,14.013812065124512,1126956500,0.158,0.0
2010-12-01 00:00:00-05:00,14.323761804030521,14.730914824335683,13.78311688760341,14.03675365447998,920821000,0.0,0.0
2011-01-01 00:00:00-05:00,14.023407950769062,14.644149194545518,13.529485125408959,14.323765754699707,1449438700,0.0,0.0
2011-02-01 00:00:00-05:00,14.34378245993862,14.824355453519654,14.02340046421793,14.330432891845703,1002697600,0.181,0.0
2011-03-01 00:00:00-05:00,14.54599605247852,14.862359215996767,13.267078240606782,13.583442687988281,1330377500,0.0,0.0
2011-04-01 00:00:00-04:00,13.718071420333473,15.609523879480252,13.031495682383158,15.582598686218262,1446913800,0.0,0.0
2011-05-01 00:00:00-04:00,15.495095364162811,16.12782203981001,14.882561300886165,15.151806831359863,1583498800,0.181,0.0
2011-06-01 00:00:00-04:00,15.230086691693444,15.250437871818596,14.246405775341527,15.033349990844727,1183643100,0.0,0.0
