month,open,high,low,close,volume,unadjustedVolume,changePercent,vwap,changeOverTime,marketCap,sma,ema,wma,dema,tema,williams,rsi,adx,standardDeviation,company_name,ticker,employee_category_label,layoff
2020-01,74.06,75.15,73.8,75.09,135647456,135647456,1.39,74.525,0.0139,1309599936360.0,56.28583333333333,59.936948245287205,61.640384615384605,68.81345049427324,73.03926011592304,-11.314229249011856,77.69596818180392,28.289380652429926,10.7875873564121,Apple,AAPL,4.0,0
2020-02,76.08,78.37,75.56,77.17,173985604,173985604,1.43,76.795,0.0143,1345875976680.0,58.37333333333333,61.22972543831994,63.49487179487179,69.83450035079736,73.18026228437837,-34.41131884790297,64.21266112707148,28.319600505412023,10.490407787858178,Apple,AAPL,4.0,0
2020-03,70.57,75.36,69.43,74.7,341397356,341397356,5.85,72.515,0.0585,1302798178800.0,59.71333333333333,61.58976767857841,64.29435897435897,69.17538219243187,71.1440450297032,-46.68697638994668,58.38080830675447,26.3056374900784,10.031596195133764,Apple,AAPL,4.0,0
2020-04,61.63,62.18,59.78,60.23,176218552,176218552,-2.27,60.955,-0.0227,1038985087160.0,61.65333333333333,63.41441880495097,66.40769230769232,71.3769512697576,73.36167347517836,-21.604468139121582,65.46746607504721,24.45950472602257,10.247164919571116,Apple,AAPL,4.0,0
2020-05,71.56,74.75,71.46,72.27,240616700,240616700,0.99217,72.51,0.0099217,1246678602840.0,64.63,65.88758514265082,69.15179487179488,74.71779182169476,77.13135802294391,-6.270627062706269,68.98900195292077,23.83264214548544,9.79821072101092,Apple,AAPL,4.0,0
2020-06,79.44,80.59,79.3,80.46,81018612,81018612,1.28,79.9475,0.0128,1387958494320.0,68.10666666666667,69.78180281301223,73.23948717948718,80.54862341635524,84.22954506104986,-4.226918798665165,74.49084565988801,24.578779709752546,11.118509592366935,Apple,AAPL,4.0,0
2020-07,91.28,91.84,90.98,91.03,110737236,110737236,-0.27388,91.2825,-0.0027388,1552755330660.0,72.52333333333333,75.39383314947189,79.10923076923078,89.25286086776644,94.9839698182363,-0.2745838338767746,79.57492953343412,26.31116116130368,14.389304670097474,Apple,AAPL,4.0,0
2020-08,108.2,111.64,107.89,108.94,308151388,308151388,0.68392,109.1675,0.0068392,1858257340680.0,78.92750000000001,83.64708958801468,87.80410256410255,102.35748387456935,111.31188623657168,-2.4518388791593795,84.62983014348644,29.14518823560387,19.94399246431533,Apple,AAPL,4.0,0
2020-09,132.76,134.8,130.53,134.18,152470142,152470142,1.07,133.0675,0.0107,2288791719960.0,83.91250000000001,88.59522965139703,93.47833333333334,108.61398948595917,117.29787002519814,-26.13462218554756,73.15861973410894,32.00148998327378,21.03398287097968,Apple,AAPL,4.0,0
2020-10,117.64,117.72,115.83,116.79,116120440,116120440,-0.72254,116.995,-0.0072254,1977852548010.0,87.80166666666668,91.71288662810518,97.31641025641024,111.28985469918004,118.26392981712378,-34.32747848638453,67.88540213448162,34.619766585304525,20.97249104316308,Apple,AAPL,4.0,0
2020-11,109.11,110.68,107.32,108.77,122866899,122866899,-0.31161,108.97,-0.0031161,1842032893630.0,92.15500000000004,95.91859637762748,102.12384615384616,116.0424006873635,122.40624875833691,-22.3152186726394,71.20513526579805,36.94764822261421,21.576481602275503,Apple,AAPL,4.0,0
2020-12,121.01,123.47,120.01,122.72,128166803,128166803,1.41,121.8025,0.0141,2078277803680.0,97.09500000000004,101.575735396454,108.36,123.39037975139156,130.20588508046274,-7.122839794488551,74.98162667099109,39.69143340077285,23.42612981978315,Apple,AAPL,4.0,0
2021-01,133.52,133.61,126.76,129.41,143301887,143301887,-3.08,130.825,-0.0308,2168067329160.0,101.64333333333332,106.25023764315338,113.72384615384615,128.66413092146155,134.93815375045077,-14.28105286056123,74.41183965290935,42.392444886963965,24.43365449993558,Apple,AAPL,4.0,0
2021-02,133.75,135.38,130.93,134.14,106239823,106239823,0.29159,133.55,0.0029159,2247311270640.0,106.05333333333334,108.55943185189902,116.74179487179488,129.47896741786764,133.52329943964804,-25.91907765934305,66.34976923068895,43.53577603257164,22.74196940069664,Apple,AAPL,4.0,0
